weigh,total,courier,consignnote
42.00,33.6000,1,SPT24000701
183.00,138.1000,1,SPT24000702
15.00,20.7300,1,SPT24000703
52.00,65.5000,1,SBG24000128
395.00,334.8600,8,300046476818
8.00,15.7000,1,SPT24000704
316.00,272.0600,8,300046468815
183.00,138.1000,1,SPT24000706
234.40,207.6600,8,300046484894
10.00,15.2200,1,SPT24000708
22.26,33.7000,1,SPT24000709
5.00,10.1000,1,SPT24000711
149.60,105.0000,1,SPT24000712
16.57,25.7000,1,JHB24000051
120.00,84.0100,1,SPT24000713
7.84,14.9000,1,JHB24000052
2.08,12.2000,1,SPT24000714
3.00,7.5000,1,SPT24000715
7.28,16.9000,1,SPT24000717
1.00,6.5000,5,MYCQY00006234
6.42,12.5000,1,SPT24000719
0.07,6.4000,1,SPT24000720
9.00,14.1200,7,NVN00002531
31.90,39.0700,1,SPT24000723
14.60,20.7300,1,SPT24000724
8.60,14.1200,1,SPT24000725
452.00,380.1800,1,SPT24000726
175.10,123.2000,1,SPT24000727
144.50,101.5100,1,SPT24000728
3.50,10.1000,1,JHB24000053
32.00,39.0700,1,SPT24000729
162.40,150.4200,1,SPT24000730
2.50,7.5000,1,SPT24000731
8.42,14.9000,5,MYCQY00006235
10.00,15.2200,1,SPT24000732
2.50,7.5000,1,SPT24000734
31.55,42.1000,1,SPT24000736
2.50,7.5000,1,SPT24000737
40.00,28.0100,1,SPT24000738
64.80,45.5100,1,SPT24000739
81.00,56.7000,1,SPT24000740
25.00,17.5000,1,SPT24000741
16.00,21.8400,1,SPT24000742
25.60,35.3000,1,SPT24000743
17.80,9.5900,1,SPT24000744
4.25,10.1000,7,NVN00002532
1.66,6.5000,7,NVN00002533
52.85,63.1000,1,SPT24000745
3.50,10.1000,7,NVN00002534
152.00,116.4000,1,SPT24000750
48.00,38.4000,8,300046537984
13.62,25.9000,1,SBG24000145
54.00,43.2000,8,300046533000
100.00,80.0000,1,SPT24000755
60.00,48.0000,1,SPT24000947
60.00,48.0000,1,SPT24000757
80.00,64.0000,1,SPT24000758
0.82,8.5000,7,NVN00002535
5.00,10.1000,1,SPT24000762
25.00,31.6900,1,SPT24000763
1.00,6.5000,1,SPT24000764
6.75,6.7000,1,AOR24000045
6.50,18.2100,1,SPT24000765
33.50,25.6000,1,AOR24000046
19.35,15.8000,1,AOR24000047
1.05,6.0000,1,AOR24000048
8.10,8.1000,1,AOR24000049
5.00,14.0000,1,JHB24000055
19.20,36.5000,1,JHB24000056
1.00,6.5000,1,SPT24000767
3.00,7.7000,1,SPT24000768
19.20,36.5000,1,JHB24000057
2.00,5.7500,1,SPT24000770
2.00,5.7500,1,SPT24000771
2.00,5.7500,1,SPT24000772
2.00,5.7500,1,SPT24000773
2.00,5.7500,1,SPT24000774
2.00,5.7500,1,SPT24000775
112.00,129.1000,1,SBG24000147
3.00,7.5000,1,SPT24000776
34.00,23.8000,1,SPT24000778
5.10,6.0000,1,AOR24000050
25.80,32.8600,1,SPT24000780
4.55,6.0000,1,AOR24000051
34.80,18.6000,1,SPT24000781
3.00,12.2000,1,SPT24000782
4.90,6.0000,1,AOR24000052
17.80,9.5900,1,SPT24000783
18.40,10.1200,1,SPT24000784
75.68,86.1000,1,SPT24000785
12.33,8.0000,1,SPT24000786
12.33,8.0000,1,SPT24000787
5.00,8.0000,1,SPT24000788
5.00,8.0000,1,SPT24000789
55.00,44.0000,1,SPT24000791
33.20,40.8700,1,SPT24000792
134.40,128.1600,1,SPT24000793
3.50,8.6100,1,SPT24000795
18.00,24.0400,1,SPT24000796
136.00,128.9600,1,SPT24000797
152.00,141.6800,1,SPT24000798
44.80,50.7800,1,SPT24000799
105.55,114.9000,1,SPT24000800
62.60,66.9000,1,SPT24000801
63.30,67.8000,1,SPT24000802
0.22,6.5000,1,SPT24000803
0.02,6.4000,1,SPT24000805
0.01,6.5000,1,SPT24000806
8.14,18.1000,1,SPT24000807
1.82,9.7000,1,SPT24000808
1.16,6.4000,1,SBG24000150
64.00,67.9000,1,SPT24000812
2.50,7.5000,1,SPT24000813
3.30,5.0000,1,SPT24000814
7.00,93.2800,3,XEN00001183
118.00,141.6000,5,MYCQY00006238
23.00,18.4000,8,300046549899
1.76,6.5000,1,SPT24000820
1.00,6.5000,1,SPT24000821
1.00,15.0500,3,XEN00001184
5.82,11.3000,5,MYCQY00006239
46.60,37.6000,1,SPT24000824
46.60,37.6000,1,SPT24000825
49.20,40.0000,1,SPT24000826
26.20,24.0000,1,SPT24000827
26.20,24.0000,1,SPT24000828
26.20,24.0000,1,SPT24000829
26.20,24.0000,1,SPT24000830
26.20,24.0000,1,SPT24000831
26.20,24.0000,1,SPT24000832
28.80,24.0000,1,SPT24000836
28.80,24.0000,1,SPT24000837
28.80,24.0000,1,SPT24000838
28.80,24.0000,1,SPT24000839
28.80,24.0000,1,SPT24000840
28.80,24.0000,1,SPT24000841
33.60,27.2000,1,SPT24000842
33.60,27.2000,1,SPT24000844
33.60,27.2000,1,SPT24000845
47.40,38.4000,1,SPT24000846
47.40,38.4000,1,SPT24000847
47.40,38.4000,1,SPT24000848
47.40,38.4000,1,SPT24000849
47.40,38.4000,1,SPT24000850
42.60,34.4000,1,SPT24000851
42.60,34.4000,1,SPT24000852
42.60,34.4000,1,SPT24000853
42.60,34.4000,1,SPT24000854
42.60,34.4000,1,SPT24000855
42.60,34.4000,1,SPT24000856
42.60,34.4000,1,SPT24000857
42.60,34.4000,1,SPT24000858
42.60,34.4000,1,SPT24000859
42.60,34.4000,1,SPT24000860
42.60,34.4000,1,SPT24000861
42.60,34.4000,1,SPT24000862
42.60,34.4000,1,SPT24000863
42.60,34.4000,1,SPT24000864
42.60,34.4000,1,SPT24000865
42.60,34.4000,1,SPT24000866
42.60,34.4000,1,SPT24000867
42.60,34.4000,1,SPT24000868
46.80,37.6000,1,SPT24000869
46.80,37.6000,1,SPT24000870
46.80,37.6000,1,SPT24000871
46.80,37.6000,1,SPT24000872
46.80,37.6000,1,SPT24000873
46.80,37.6000,1,SPT24000874
46.80,37.6000,1,SPT24000875
46.80,37.6000,1,SPT24000876
46.80,37.6000,1,SPT24000877
46.80,37.6000,1,SPT24000878
46.80,37.6000,1,SPT24000879
46.80,37.6000,1,SPT24000880
46.80,37.6000,1,SPT24000881
290.00,203.0100,1,SPT24000882
3.00,12.2000,1,SPT24000883
154.00,107.8000,1,SPT24000884
80.00,56.0000,1,SPT24000886
200.00,140.0000,1,SPT24000887
206.10,214.6100,8,300046547971
148.50,139.2900,1,SPT24000889
357.40,305.4500,1,SPT24000890
28.80,24.0000,1,SPT24000891
300.00,270.1000,1,SPT24000893
2.50,7.5000,1,SPT24000894
34.80,41.7700,1,SPT24000895
7.00,11.9100,1,SPT24000896
5.00,9.7100,1,SPT24000897
66.40,70.6100,1,SPT24000898
2.80,7.5000,1,SPT24000899
60.00,64.3000,1,SPT24000902
4.00,8.6100,1,SPT24000906
8.60,14.1200,1,SPT24000907
51.80,36.4000,1,SPT24000908
12.10,18.5300,1,SPT24000909
6.80,11.9100,1,SPT24000910
6.80,11.9100,1,SPT24000911
22.60,29.5500,1,SPT24000912
9.60,21.5000,1,JHB24000058
1.00,6.4000,1,SPT24000913
1.32,6.5000,1,SPT24000914
5.00,8.0000,1,SPT24000915
4.00,8.6100,1,SPT24000916
2.50,7.5000,1,SPT24000917
5.00,9.7100,1,SPT24000918
2.00,6.5000,1,SPT24000920
2.00,6.5000,1,SPT24000921
1.00,6.5000,1,SPT24000923
16.00,210.6200,3,XEN00001185
92.28,66.9100,1,AOR24000053
52.00,41.5900,1,SPT24000924
18.00,14.4000,1,SPT24000925
1.00,7.3000,1,JHB24000059
2.00,5.7500,7,NVN00002549
1.10,6.5000,1,SPT24000927
76.00,60.8000,8,300046680870
165.00,125.5000,9,66660676732000
60.00,74.3000,1,SPT24000928
0.90,6.0000,1,AOR24000054
3.96,6.0000,1,AOR24000055
7.24,7.4000,1,AOR24000056
2.00,5.7500,1,SPT24000930
19.00,13.3000,1,SPT24000931
1.80,6.5000,7,NVN00002550
18.00,9.5900,1,SPT24000933
10.00,8.0000,1,SPT24000934
19.00,10.1200,1,SPT24000935
1.00,6.5000,1,SPT24000936
10.00,8.0000,1,SPT24000937
18.00,9.5900,1,SPT24000938
26.00,13.8300,1,SPT24000939
10.00,8.0000,1,SPT24000940
1.38,6.0000,1,AOR24000058
9.04,8.1000,1,AOR24000059
19.00,10.1200,1,SPT24000941
1.00,6.5000,1,SPT24000942
258.00,225.9500,1,SPT24000943
7.62,15.7000,1,SPT24000944
15.35,25.3000,5,MYCQY00006242
15.35,25.3000,5,MYCQY00006243
25.98,20.0000,1,AOR24000060
5.30,18.9700,1,SBG24000195
344.00,294.3200,1,SPT24000948
10.00,15.2200,1,SPT24000949
1.72,6.5000,1,SPT24000950
48.00,33.6000,1,SPT24000952
9.65,16.1000,1,SPT24000953
70.00,49.0000,1,SPT24000954
48.50,54.3900,1,SPT24000955
180.00,163.9400,1,SPT24000956
33.20,40.8700,1,SPT24000957
188.00,170.3000,5,MYCQY00006244
1.62,6.5000,1,SPT24000958
119.52,126.1000,1,SPT24000960
0.15,6.5000,5,MYCQY00006245
0.05,6.4000,1,SPT24000961
1.94,11.5000,1,SBG24000176
435.00,314.5000,1,SPT24000962
126.00,98.2000,1,SPT24000963
75.00,77.8100,1,SPT24000964
0.50,6.5000,7,NVN00002551
108.50,119.4000,1,SPT24000966
17.40,19.3000,1,SPT24000967
9.80,10.5000,1,SPT24000968
12.90,13.8000,1,SPT24000969
9.70,10.5000,1,SPT24000970
20.50,22.6000,1,SPT24000971
10.50,11.6000,1,SPT24000972
12.50,13.8000,1,SPT24000973
1.00,6.5000,1,SPT24000974
72.00,50.4000,1,SPT24000975
24.00,16.8000,1,SPT24000976
30.00,21.0000,1,SPT24000977
21.50,33.7000,1,SBG24000184
4.90,9.7000,1,SPT24000978
0.40,6.4000,1,SPT24000979
2.00,5.7500,1,SPT24000980
2.00,5.7500,1,SPT24000981
2.00,5.7500,1,SPT24000982
2.00,5.7500,1,SPT24000983
2.50,7.5000,1,SPT24000984
56.21,67.1000,1,SPT24000985
84.00,67.1900,8,300046687427
28.80,24.0000,1,SPT24000988
42.60,34.4000,1,SPT24000989
42.60,34.4000,1,SPT24000990
42.60,34.4000,1,SPT24000991
11.00,24.0000,1,SPT24000992
18.00,24.0000,1,SPT24000993
2.50,7.5000,1,SPT24000994
2.50,7.5000,1,SPT24000995
35.00,41.7700,1,SPT24000996
23.04,41.0000,1,JHB24000061
256.50,179.9000,1,SPT24000997
5.00,9.7100,1,SPT24000998
142.80,134.5200,1,SPT24000999
0.15,6.5000,1,SPT24001000
0.20,6.5000,1,SPT24001002
27.00,14.3600,1,SPT24000986
19.00,10.1200,1,SPT24001003
111.80,109.8800,1,SPT24001004
45.00,31.5000,1,SPT24001005
5.00,9.7100,1,SPT24001006
6.00,10.8100,1,SPT24001007
86.00,87.7300,1,SPT24001008
4.00,8.6100,1,SPT24001009
51.60,57.0900,1,SPT24001010
15.00,20.7300,1,SPT24001012
8.00,13.0200,1,SPT24001013
5.00,9.7100,1,SPT24001014
0.88,7.3000,1,SPT24001015
81.00,103.3000,1,SPT24001016
1.96,9.7000,1,SBG24000187
1.00,6.5000,1,SPT24001018
1.00,6.5000,1,SPT24001019
7.00,13.7000,1,SPT24001020
0.65,6.0000,1,AOR24000062
6.70,6.7000,1,AOR24000064
2.00,5.7500,1,SPT24001022
2.00,5.7500,1,SPT24001023
2.00,5.7500,1,SPT24001024
2.00,5.7500,1,SPT24001025
1.30,6.0000,1,AOR24000065
180.00,163.9400,1,SPT24001026
9.60,21.5000,1,JHB24000062
39.00,63.2000,1,JHB24000063
9.60,21.5000,1,JHB24000064
0.58,8.5000,1,SPT24001027
50.00,55.2900,1,SPT24001028
8.55,8.1000,1,AOR24000067
5.00,8.0000,1,SPT24001030
12.33,8.0000,1,SPT24001031
258.00,225.9500,1,SPT24001032
34.80,18.6000,1,SPT24001033
33.40,40.8700,5,MYCQY00006246
34.40,41.7700,1,SPT24001034
25.50,13.8300,1,SPT24001035
2.15,6.0000,1,AOR24000068
949.69,382.9500,1,SPT24001036
1.00,8.0000,1,SPT24001037
423.16,172.5800,1,SPT24001038
33.20,40.8700,8,300046636021
40.40,47.1000,1,SPT24001039
95.40,96.6000,1,SPT24001040
2.00,5.0000,5,MYCQY00006248
2.00,5.0000,1,SPT24001041
1.00,5.0000,1,SPT24001042
4.18,8.7200,1,SPT24001043
9.11,16.1000,1,SPT24001045
2.00,9.7000,5,MYCQY00006249
3.00,7.5000,1,SPT24001046
0.11,6.4000,1,SPT24001047
2.50,7.5000,1,SPT24001048
21.00,27.3500,1,SPT24001049
2.50,7.5000,1,SPT24001050
4.00,8.6100,1,SPT24001051
15.00,20.7300,1,SPT24001052
11.50,17.4300,1,SPT24001053
23.00,29.5500,1,SPT24001054
7.10,13.0200,1,SPT24001055
4.90,9.7100,1,SPT24001056
4.90,9.7100,1,SPT24001057
2.60,7.5000,1,SPT24001058
1.00,6.5000,1,SPT24001059
1.40,6.5000,7,NVN00002565
2.00,5.7500,1,SPT24001060
2.00,5.7500,1,SPT24001061
1.00,5.0000,1,SPT24001062
1000.00,700.0200,1,SPT24001063
1000.00,700.0200,1,SPT24001064
19.91,28.1000,5,MYCQY00006251
10.00,15.2200,1,SPT24001072
2.00,6.4000,1,SPT24001075
20.00,26.2500,1,SPT24001076
10.00,15.2200,1,SPT24001077
2.00,6.4000,1,SPT24001078
33.20,40.8700,1,SPT24001079
55.00,44.0000,1,SPT24001080
13.70,19.6300,1,SPT24001081
5.00,8.0000,1,SPT24001082
86.00,87.7300,1,SPT24001083
5.00,8.0000,1,SPT24001084
1.00,6.5000,5,MYCQY00006255
1.00,8.5000,5,MYCQY00006256
1.00,8.5000,1,SPT24001085
1.00,8.5000,1,SPT24001086
60.20,65.2000,1,SPT24001087
20.00,26.2500,1,SPT24001088
184.00,167.1200,1,SPT24001090
4.00,10.1000,1,SPT24001092
12.33,8.0000,1,SPT24001094
18.40,10.1200,1,SPT24001095
17.80,9.5900,1,SPT24001096
10.60,8.0000,1,SPT24001097
1.00,8.0000,1,SPT24001098
1.00,6.5000,1,SPT24001099
22.77,34.9100,8,300046858432
3.74,8.9000,1,SPT24001100
18.60,10.1200,1,SPT24001101
29.08,15.9500,1,SPT24001102
25.70,13.8300,1,SPT24001103
18.60,10.1200,1,SPT24001104
25.70,13.8300,1,SPT24001105
17.80,9.5900,1,SPT24001106
385.48,157.3800,1,SPT24001107
549.39,222.9700,1,SPT24001108
15.36,30.5000,1,JHB24000067
5.00,14.0000,1,JHB24000068
4.00,5.0000,1,SPT24001111
4.00,5.0000,1,SPT24001112
2.00,5.7500,1,SPT24001113
2.00,5.7500,1,SPT24001114
2.00,5.7500,5,MYCQY00006257
2.00,5.7500,1,SPT24001115
39.00,31.2000,8,300046949707
21.00,25.2000,5,MYCQY00006258
18.00,30.4200,1,SPT24001116
47.00,73.6000,1,JHB24000069
5.50,6.0000,1,AOR24000070
3.46,6.0000,1,AOR24000071
0.80,6.0000,1,AOR24000072
17.80,24.0400,1,SPT24001117
32.80,39.9700,8,300046938815
7.20,13.0200,1,SPT24001118
1.00,6.5000,1,SPT24001119
14.00,20.9000,1,SPT24001120
0.10,5.0000,1,SPT24001121
18.00,14.4000,1,SPT24001122
0.10,5.0000,1,SPT24001123
1.00,6.5000,5,MYCQY00006259
1.00,6.5000,1,SPT24001124
1.30,6.5000,1,SPT24001125
5.70,18.7000,1,SPT24001126
23.00,18.4000,8,300046881629
3.00,7.5000,1,SPT24001127
8.60,14.1200,1,SPT24001128
11.46,18.5000,1,SPT24001129
172.00,157.5800,1,SPT24001130
2.00,6.4000,1,SPT24001131
4.00,8.6100,1,SPT24001132
2.00,6.5000,1,SPT24001133
0.50,6.5000,5,MYCQY00006260
33.40,40.8700,1,SPT24001136
15.00,8.0000,1,SPT24001137
19.30,10.6500,1,SPT24001138
13.00,8.0000,1,SPT24001139
1.27,6.5000,1,JHB24000071
18.80,10.1200,1,SPT24001140
15.00,8.0000,1,SPT24001141
19.00,10.1200,1,SPT24001142
19.00,10.1200,1,SPT24001143
19.00,10.1200,1,SPT24001144
14.00,8.0000,1,SPT24001145
10.00,8.0000,1,SPT24001146
26.00,13.8300,1,SPT24001147
6.00,8.0000,1,SPT24001148
28.25,38.9000,1,SPT24001150
24.60,13.3000,1,SPT24001151
11.00,8.0000,1,SPT24001152
2.50,7.5000,1,SPT24001153
8.10,14.1000,1,SPT24001154
26.00,13.8300,1,SPT24001155
15.00,8.0000,1,SPT24001156
6.00,16.7000,1,SPT24001157
9.00,16.1000,7,NVN00002570
26.00,13.8300,1,SPT24001158
19.00,10.1200,1,SPT24001159
12.00,18.5000,1,SPT24001160
1.00,6.5000,1,SPT24001161
1.00,6.5000,7,NVN00002571
1.00,6.5000,5,MYCQY00006261
2.00,28.0900,3,XEN00001186
1.00,6.5000,1,SPT24001162
263.80,108.5900,1,SPT24001163
15.00,23.3000,5,MYCQY00006262
11.00,8.0000,1,SPT24001165
419.49,170.9800,1,SPT24001166
117.00,113.8500,1,SPT24001167
0.60,6.5000,1,SPT24001168
0.50,6.5000,1,SPT24001169
0.50,6.5000,1,SPT24001170
0.50,6.5000,1,SPT24001171
0.50,6.5000,1,SPT24001172
0.50,6.5000,1,SPT24001173
0.50,6.5000,1,SPT24001174
76.00,60.8000,8,300046967573
10.00,8.0000,1,SPT24001176
36.00,28.8000,1,SPT24001177
15.00,23.3000,1,JHB24000072
244.86,171.5100,1,SPT24001178
8.50,14.9000,1,SPT24001179
2.68,7.7000,5,MYCQY00006263
1.82,6.5000,1,SPT24001181
1.00,15.0500,3,XEN00001187
76.10,98.5100,1,SPT24001185
10.00,15.2200,1,SPT24001186
56.40,61.6000,1,SPT24001187
2.50,8.9000,1,JHB24000073
56.00,60.7000,1,SPT24001190
0.13,6.5000,1,SPT24001191
0.11,6.4000,1,SBG24000227
357.00,304.6500,1,SPT24001192
1.00,6.5000,1,SPT24001193
1.00,6.5000,1,SPT24001195
17.00,25.7000,1,JHB24000074
4.00,8.6100,1,SPT24001196
4.50,10.1000,1,SPT24001197
8.60,14.1200,1,SPT24001198
3.00,7.7000,1,SPT24001199
7.80,13.0200,1,SPT24001200
11.20,17.4300,1,SPT24001201
32.00,22.4000,1,SPT24001202
32.00,22.4000,1,SPT24001203
100.00,100.3400,1,SPT24001204
72.00,75.1100,1,SPT24001206
8.00,106.3200,3,XEN00001188
1.00,6.5000,1,SPT24001207
90.00,91.3300,5,MYCQY00006264
3.00,7.5000,5,MYCQY00006265
1.00,6.5000,1,SPT24001208
12.00,17.4300,1,SPT24001209
8.00,13.0200,1,SPT24001213
6.00,16.7000,1,SPT24001214
24.00,19.2000,1,SPT24001215
1.24,7.7000,1,SPT24001216
24.00,43.7000,1,SPT24001217
21.00,39.2000,1,SPT24001218
0.85,6.0000,1,AOR24000076
11.15,10.2000,1,AOR24000077
11.00,23.0000,1,JHB24000075
23.04,41.0000,1,JHB24000076
9.60,21.5000,1,JHB24000077
19.20,36.5000,1,JHB24000078
2.00,5.7500,1,SPT24001219
2.00,5.7500,1,SPT24001220
2.50,8.9000,5,MYCQY00006266
9.50,8.8000,1,AOR24000078
25.70,13.8300,1,SPT24001224
10.00,8.0000,1,SPT24001225
45.20,51.6900,1,SPT24001226
120.00,116.2400,1,SPT24001227
60.00,64.3000,1,SPT24001228
16.80,22.9400,1,SPT24001229
17.80,9.5900,1,SPT24001230
94.80,50.4000,1,SPT24001231
25.70,13.8300,1,SPT24001232
25.50,13.8300,1,SPT24001233
17.80,9.5900,1,SPT24001234
17.80,9.5900,1,SPT24001235
1.00,15.0500,3,XEN00001189
1.00,11.5000,1,SPT24001237
24.62,34.1000,1,SPT24001238
18.60,10.1200,1,SPT24001239
150.42,105.7000,1,SPT24001240
25.70,13.8300,1,SPT24001241
169.60,119.0100,1,SPT24001242
7.28,15.7000,1,SPT24001243
3.09,10.9000,5,MYCQY00006267
8.37,16.9000,1,SPT24001245
8.24,16.9000,1,SPT24001246
7.49,15.7000,1,SPT24001247
5.64,13.3000,1,SPT24001248
414.00,289.8100,1,SPT24001249
57.12,87.9000,1,SBG24000235
0.11,6.5000,1,SPT24001250
0.07,6.5000,1,SPT24001251
0.11,6.5000,5,MYCQY00006268
0.11,6.5000,1,SPT24001253
0.11,6.5000,1,SPT24001254
0.11,6.5000,1,SPT24001255
84.00,75.6000,1,SPT24001256
3.50,8.6100,1,SPT24001257
3.88,8.6000,1,SPT24001258
8.94,16.1000,1,JHB24000082
16.61,25.7000,1,JHB24000083
27.60,40.9100,1,SBG24000236
21.60,28.4500,1,SPT24001259
206.00,184.6100,1,SPT24001260
3.70,8.6000,1,SPT24001261
49.00,39.2000,1,SPT24001262
4.54,10.1000,5,MYCQY00006269
48.00,61.1000,8,300047092350
5.00,9.7100,1,SPT24001265
10.50,16.3200,1,SPT24001266
20.79,27.3000,1,SPT24001267
8.60,14.1200,1,SPT24001268
7.50,13.0200,1,SPT24001269
1.71,6.4000,1,SPT24001270
2.50,7.5000,1,SPT24001271
2.50,7.5000,1,SPT24001272
6.00,13.3000,1,SBG24000237
1.00,7.3000,1,SBG24000238
8.60,14.1200,1,SPT24001273
13.60,19.6300,1,SPT24001274
5.00,9.7100,1,SPT24001275
25.40,32.8600,1,SPT24001276
1.50,6.4000,1,SPT24001277
3.00,7.7000,5,MYCQY00006270
15.20,14.4100,1,SPT24001279
49.00,44.1100,1,SPT24001280
60.00,42.0000,1,SPT24001281
72.00,50.4000,1,SPT24001282
19.00,15.2000,1,SPT24001283
365.00,265.5100,1,SPT24001284
384.00,278.8000,1,SPT24001285
74.00,59.2000,1,SPT24001286
2.00,5.7500,1,SPT24001288
43.10,47.9000,1,SPT24001289
19.40,21.5000,1,SPT24001290
1.10,5.0000,1,SPT24001291
5.06,11.3000,1,SPT24001292
187.20,180.5000,1,SPT24001293
5.00,11.3000,1,SPT24001294
2.50,7.5000,1,SPT24001295
2.00,7.7000,1,SPT24001296
37.18,48.1000,8,300047128682
25.00,31.7600,1,SPT24001298
5.30,10.8100,1,SPT24001299
10.00,21.5000,1,JHB24000084
3.00,8.9000,5,MYCQY00006271
2.30,10.9000,1,SPT24001301
1.00,6.5000,1,SPT24001302
17.80,9.5900,1,SPT24001303
34.80,18.6000,1,SPT24001304
9.80,8.0000,1,SPT24001305
1.00,6.4000,7,NVN00002584
1.00,6.4000,1,SPT24001306
1.00,6.4000,1,SPT24001307
1.00,6.4000,1,SPT24001308
1.00,6.4000,1,SPT24001309
1.00,6.4000,7,NVN00002585
4.00,8.6100,1,SPT24001310
24.00,30.6600,1,SPT24001311
28.00,35.0600,1,SPT24001312
2.00,6.4000,1,SPT24001313
1.00,6.4000,1,SPT24001315
103.20,103.5200,1,SPT24001316
15.00,20.7300,1,SPT24001317
38.40,45.3800,1,SPT24001318
1.00,6.5000,1,SPT24001319
6.00,16.7000,1,SPT24001322
3.00,12.2000,1,SPT24001323
9.00,21.2000,1,SPT24001324
0.90,6.0000,1,AOR24000080
7.00,11.9100,1,SPT24001326
6.00,14.5000,1,SBG24000251
14.00,20.9000,1,SPT24001328
113.00,89.1000,8,300047217438
36.00,28.8000,9,66660712373000
1.50,6.4000,1,SPT24001329
2.00,5.7500,1,SPT24001331
31.00,52.8000,1,JHB24000085
9.60,21.5000,1,JHB24000086
9.60,21.5000,1,JHB24000087
19.20,36.5000,1,JHB24000088
15.10,17.1000,1,SPT24001333
1.50,6.4000,1,SPT24001334
8.00,13.0200,1,SPT24001335
0.50,5.0000,5,MYCQY00006272
21.00,29.3000,1,SPT24001337
32.00,39.0700,1,SPT24001338
4.00,8.6100,1,SPT24001340
37.42,48.1000,1,SPT24001341
17.80,9.5900,1,SPT24001343
4.00,8.6100,1,SPT24001344
18.40,10.1200,1,SPT24001345
25.70,13.8300,1,SPT24001346
2.55,6.0000,1,AOR24000082
35.20,27.0000,1,AOR24000083
5.45,6.0000,1,AOR24000084
25.70,13.8300,1,SPT24001348
560.00,466.0400,1,SPT24001349
3.35,10.9000,1,SPT24001350
1.00,6.4000,1,SPT24001351
0.31,6.5000,5,MYCQY00006273
152.00,141.6800,1,SPT24001354
0.90,6.5000,1,SPT24001356
57.10,72.1000,8,300047220782
8.00,13.0200,1,SPT24001358
3.50,8.6100,1,SPT24001359
52.00,41.5900,8,300047227006
16.00,12.8000,5,MYCQY00006274
7.00,11.9100,1,SPT24001362
3.50,8.6100,1,SPT24001363
4.50,9.7100,1,SPT24001364
32.00,39.0700,1,SPT24001365
0.20,6.4000,1,SBG24000254
1.00,5.0000,1,SPT24001366
1.00,5.0000,1,SPT24001367
14.40,16.0000,1,SPT24001368
21.00,22.6000,1,SPT24001369
9.00,9.4000,1,SPT24001370
3.50,8.6100,1,SPT24001371
50.85,56.1000,1,SPT24001373
2.00,6.4000,1,SPT24001375
1.26,6.5000,1,SPT24001376
30.00,21.0000,1,SPT24001377
76.00,60.8000,8,300047238592
24.00,19.2000,1,SPT24001380
358.00,260.6000,1,SPT24001381
2.00,5.7500,1,SPT24001382
344.80,295.1100,5,MYCQY00006275
102.40,102.7200,1,SPT24001383
74.00,51.8000,1,SPT24001384
120.00,84.0100,1,SPT24001385
1.00,6.5000,1,SPT24001386
3.00,7.5000,1,SPT24001388
3.94,8.9000,1,SPT24001390
12.00,158.4700,3,XEN00001190
5.00,10.1000,1,SPT24001392
2.50,7.5000,1,SPT24001393
3.00,7.5000,1,SPT24001394
16.10,22.9400,5,MYCQY00006276
6.10,11.9100,1,SPT24001396
1.14,6.4000,1,SPT24001397
9.90,9.0000,5,MYCQY00006277
14.48,22.1000,1,SPT24001399
0.22,6.5000,1,SPT24001400
34.40,41.7700,1,SPT24001401
10.00,19.3000,1,SBG24000265
34.80,18.6000,1,SPT24001402
17.80,9.5900,1,SPT24001404
8.60,14.1200,1,SPT24001405
9.80,8.0000,1,SPT24001406
25.50,13.8300,1,SPT24001407
33.60,30.6000,1,SPT24001408
17.80,9.5900,1,SPT24001409
3.12,8.9000,1,SPT24001410
17.80,9.5900,1,SPT24001411
18.60,10.1200,1,SPT24001412
18.00,26.9000,5,MYCQY00006278
10.00,15.2200,1,SPT24001414
6.00,10.8100,1,SPT24001416
2.00,6.4000,1,SPT24001417
7.75,13.7000,1,SPT24001418
10.00,15.2200,1,SPT24001419
40.00,52.3000,1,SBG24000266
33.70,30.6000,9,66660711820000
1.00,6.5000,1,SPT24001422
53.00,42.4000,1,SPT24001432
21.00,16.8000,1,SPT24001433
300.00,271.0000,1,SPT24001435
9.64,8.8000,1,AOR24000086
9.60,21.5000,1,JHB24000091
9.60,21.5000,1,JHB24000092
4.00,8.6000,5,MYCQY00006280
7.00,11.9100,1,SPT24001439
179.00,135.3000,1,SPT24001440
15.00,23.3000,1,JHB24000093
111.60,78.4000,1,SPT24001441
0.05,6.4000,1,SPT24001442
18.60,10.1200,1,SPT24001443
13.11,8.0000,1,SPT24001444
12.33,8.0000,1,SPT24001445
112.94,80.9000,1,AOR24000087
1.00,6.5000,1,SPT24001446
7.80,7.4000,1,AOR24000088
215.34,202.8900,1,SPT24001447
10.00,15.2200,1,SPT24001448
19.60,18.0000,5,MYCQY00006281
13.20,19.6300,1,SPT24001450
12.20,18.5300,1,SPT24001451
15.00,20.7300,1,SPT24001452
10.56,19.3000,1,SPT24001453
25.00,31.7600,1,SPT24001454
0.33,6.5000,1,SPT24001455
2.00,6.5000,1,SPT24001456
0.04,6.5000,1,JHB24000094
2.50,7.5000,1,SPT24001458
2.28,9.7000,1,SPT24001459
1.50,6.4000,1,SPT24001460
60.20,65.2000,1,SPT24001461
0.25,6.4000,1,SPT24001463
228.00,202.1000,1,SPT24001464
