consignnote,courier,state,weigh,total,datepickup
SPT24000259,1,SELANGOR,18.60,10.1200,"2024-01-04 00:00:00"
AOR24000038,1,JOHOR,7.30,7.4000,"2024-01-04 00:00:00"
8005001793,2,KEDAH,1.00,6.5000,"2024-01-04 00:00:00"
AOR24000039,1,JOHOR,7.15,7.4000,"2024-01-04 00:00:00"
NVN00002498,7,Perak,1.00,6.5000,"2024-01-04 00:00:00"
SPT24000263,1,"PULAU PINANG",13.00,18.5300,"2024-01-04 00:00:00"
MYCQY00006218,5,"NEGERI SEMBILAN",1.60,6.5000,"2024-01-04 00:00:00"
SPT24000265,1,SELANGOR,6.82,11.9000,"2024-01-04 00:00:00"
SPT24000266,1,"KUALA LUMPUR",25.80,32.8600,"2024-01-04 00:00:00"
SPT24000267,1,"KUALA LUMPUR",22.00,28.4500,"2024-01-04 00:00:00"
SPT24000268,1,JOHOR,42.50,48.9800,"2024-01-04 00:00:00"
SPT24000269,1,"KUALA LUMPUR",19.40,26.2500,"2024-01-04 00:00:00"
XEN00001167,3,SABAH,8.60,119.3600,"2024-01-04 00:00:00"
SPT24000271,1,JOHOR,8.60,14.1200,"2024-01-04 00:00:00"
SPT24000270,1,SELANGOR,412.80,289.1000,"2024-01-04 00:00:00"
SPT24000272,1,SELANGOR,31.86,42.1000,"2024-01-04 00:00:00"
SPT24000273,1,"KUALA LUMPUR",3.00,7.5000,"2024-01-04 00:00:00"
SPT24000274,1,"PULAU PINANG",0.02,6.5000,"2024-01-04 00:00:00"
SPT24000275,1,Johor,3.85,8.0000,"2024-01-04 00:00:00"
SPT24000276,1,JOHOR,4.30,9.7100,"2024-01-04 00:00:00"
SPT24000277,1,"PULAU PINANG",16.44,22.9000,"2024-01-04 00:00:00"
SPT24000278,1,"KUALA LUMPUR",33.12,40.8000,"2024-01-04 00:00:00"
MYCQY00006219,5,SELANGOR,15.40,21.8000,"2024-01-04 00:00:00"
SPT24000280,1,SELANGOR,42.76,48.9000,"2024-01-04 00:00:00"
MYCQY00006220,5,KEDAH,0.62,6.4000,"2024-01-04 00:00:00"
SPT24000282,1,MELAKA,14.78,20.7000,"2024-01-04 00:00:00"
MYCQY00006221,5,JOHOR,0.83,6.4000,"2024-01-04 00:00:00"
SPT24000284,1,SELANGOR,24.16,31.6900,"2024-01-04 00:00:00"
SPT24000285,1,JOHOR,499.85,202.9700,"2024-01-04 00:00:00"
SPT24000286,1,JOHOR,3.50,10.9000,"2024-01-04 00:00:00"
SPT24000287,1,"KUALA LUMPUR",2.00,6.4000,"2024-01-04 00:00:00"
SPT24000288,1,JOHOR,3.00,9.7000,"2024-01-04 00:00:00"
SPT24000289,1,SELANGOR,3.37,8.6000,"2024-01-04 00:00:00"
NVN00002499,7,PERAK,3.60,10.9000,"2024-01-04 00:00:00"
SPT24000292,1,SELANGOR,216.00,192.5600,"2024-01-04 00:00:00"
MYCQY00006222,5,PAHANG,40.80,47.1800,"2024-01-04 00:00:00"
SPT24000294,1,SELANGOR,29.80,37.2700,"2024-01-04 00:00:00"
SPT24000295,1,SELANGOR,96.00,96.7400,"2024-01-04 00:00:00"
SPT24000296,1,SELANGOR,120.00,84.0100,"2024-01-04 00:00:00"
SPT24000297,1,SELANGOR,3.50,10.9000,"2024-01-04 00:00:00"
XEN00001168,3,SABAH,4.10,67.2000,"2024-01-04 00:00:00"
SPT24000299,1,"KUALA LUMPUR",4.00,10.9000,"2024-01-04 00:00:00"
SPT24000300,1,SELANGOR,3.70,10.9000,"2024-01-04 00:00:00"
SPT24000301,1,JOHOR,1173.62,472.5300,"2024-01-04 00:00:00"
SPT24000303,1,KELANTAN,84.00,58.8000,"2024-01-04 00:00:00"
SPT24000304,1,KELANTAN,42.00,29.4000,"2024-01-04 00:00:00"
JHB24000033,1,JOHOR,32.00,43.5000,"2024-01-04 00:00:00"
SPT24000305,1,SELANGOR,7.90,13.0000,"2024-01-04 00:00:00"
SPT24000306,1,SELANGOR,16.30,22.9000,"2024-01-04 00:00:00"
SPT24000307,1,SELANGOR,0.16,6.5000,"2024-01-04 00:00:00"
MYCQY00006223,5,SELANGOR,2.54,7.7000,"2024-01-04 00:00:00"
SPT24000309,1,"pulau pinang",2.00,5.7500,"2024-01-04 00:00:00"
SPT24000310,1,PERAK,4.30,12.1000,"2024-01-04 00:00:00"
SPT24000311,1,"KUALA LUMPUR",4.00,8.6100,"2024-01-04 00:00:00"
SPT24000312,1,PAHANG,4.00,8.6100,"2024-01-04 00:00:00"
SPT24000313,1,"KUALA LUMPUR",11.30,17.4300,"2024-01-04 00:00:00"
SPT24000314,1,"NEGERI SEMBILAN",602.00,499.4300,"2024-01-04 00:00:00"
SPT24000315,1,SELANGOR,4.56,15.2000,"2024-01-04 00:00:00"
SPT24000316,1,JOHOR,2.77,12.2000,"2024-01-04 00:00:00"
SBG24000063,1,KEDAH,0.13,6.4000,"2024-01-05 00:00:00"
SBG24000064,1,"KUALA LUMPUR",0.11,6.4000,"2024-01-05 00:00:00"
SPT24000318,1,SELANGOR,3.38,8.9000,"2024-01-05 00:00:00"
SPT24000319,1,PERAK,33.60,40.8700,"2024-01-04 00:00:00"
SPT24000320,1,SELANGOR,1.00,6.5000,"2024-01-05 00:00:00"
MYCQY00006224,5,SELANGOR,2.90,5.0000,"2024-01-04 00:00:00"
SPT24000322,1,SELANGOR,170.40,187.6000,"2024-01-04 00:00:00"
SPT24000323,1,"NEGERI SEMBILAN",14.80,16.0000,"2024-01-04 00:00:00"
SPT24000324,1,"PULAU PINANG",12.50,13.8000,"2024-01-04 00:00:00"
SPT24000325,1,MELAKA,4.50,5.0000,"2024-01-04 00:00:00"
SPT24000326,1,JOHOR,20.70,22.6000,"2024-01-04 00:00:00"
SPT24000327,1,SELANGOR,10.00,10.5000,"2024-01-04 00:00:00"
SPT24000328,1,MELAKA,11.80,12.7000,"2024-01-04 00:00:00"
SPT24000329,1,SELANGOR,7.40,8.3000,"2024-01-04 00:00:00"
SPT24000330,1,"NEGERI SEMBILAN",2.40,5.0000,"2024-01-04 00:00:00"
SPT24000331,1,SELANGOR,2.10,5.0000,"2024-01-04 00:00:00"
SPT24000332,1,JOHOR,5.60,6.1000,"2024-01-04 00:00:00"
SPT24000333,1,"PULAU PINANG",24.00,30.6600,"2024-01-04 00:00:00"
SPT24000334,1,SELANGOR,8.26,16.9000,"2024-01-05 00:00:00"
SPT24000335,1,SELANGOR,17.20,24.0400,"2024-01-04 00:00:00"
SPT24000336,1,"PULAU PINANG",4.00,8.6100,"2024-01-04 00:00:00"
SPT24000337,1,"PULAU PINANG",6.50,11.9100,"2024-01-04 00:00:00"
SPT24000338,1,MELAKA,25.50,13.8300,"2024-01-05 00:00:00"
SPT24000339,1,SELANGOR,25.70,13.8300,"2024-01-05 00:00:00"
SPT24000340,1,PERLIS,18.60,10.1200,"2024-01-05 00:00:00"
SPT24000341,1,"PULAU PINANG",2.50,7.5000,"2024-01-04 00:00:00"
SPT24000342,1,JOHOR,160.60,112.7000,"2024-01-04 00:00:00"
SPT24000343,1,SELANGOR,17.80,9.5900,"2024-01-05 00:00:00"
SPT24000344,1,SELANGOR,16.00,21.8400,"2024-01-04 00:00:00"
SPT24000345,1,"PULAU PINANG",5.00,9.7100,"2024-01-04 00:00:00"
SPT24000346,1,PAHANG,4.00,8.6100,"2024-01-04 00:00:00"
SPT24000347,1,PENANG,4.00,8.6100,"2024-01-04 00:00:00"
SPT24000348,1,PAHANG,4.00,8.6100,"2024-01-04 00:00:00"
SPT24000349,1,SELANGOR,1.03,6.5000,"2024-01-04 00:00:00"
SPT24000350,1,PERLIS,0.10,8.5000,"2024-01-04 00:00:00"
SPT24000351,1,SELANGOR,2.00,6.4000,"2024-01-04 00:00:00"
SPT24000352,1,"PULAU PINANG",8.00,13.0200,"2024-01-04 00:00:00"
SPT24000353,1,"NEGERI SEMBILAN",40.00,46.2800,"2024-01-04 00:00:00"
SPT24000356,1,JOHOR,6.00,10.8100,"2024-01-04 00:00:00"
SPT24000358,1,SELANGOR,2.00,6.5000,"2024-01-04 00:00:00"
SPT24000359,1,SELANGOR,172.80,121.1100,"2024-01-04 00:00:00"
SPT24000360,1,SELANGOR,1.43,6.4000,"2024-01-05 00:00:00"
SPT24000361,1,SELANGOR,12.19,18.5000,"2024-01-05 00:00:00"
SPT24000362,1,"PULAU PINANG",2.00,6.4000,"2024-01-04 00:00:00"
SPT24000363,1,JOHOR,0.20,6.5000,"2024-01-04 00:00:00"
SPT24000364,1,"KUALA LUMPUR",0.20,6.5000,"2024-01-04 00:00:00"
SPT24000365,1,"PULAU PINANG",0.10,6.5000,"2024-01-04 00:00:00"
SPT24000366,1,"KUALA LUMPUR",0.10,6.5000,"2024-01-04 00:00:00"
SPT24000367,1,SELANGOR,0.10,6.5000,"2024-01-04 00:00:00"
SPT24000368,1,JOHOR,0.10,6.5000,"2024-01-04 00:00:00"
SPT24000369,1,JOHOR,0.20,6.5000,"2024-01-04 00:00:00"
SPT24000370,1,JOHOR,0.10,6.5000,"2024-01-04 00:00:00"
SPT24000371,1,JOHOR,0.20,6.5000,"2024-01-04 00:00:00"
SPT24000372,1,JOHOR,0.10,6.5000,"2024-01-04 00:00:00"
MYCQY00006225,5,JOHOR,0.10,6.5000,"2024-01-04 00:00:00"
SPT24000375,1,KEDAH,3.24,8.9000,"2024-01-04 00:00:00"
SPT24000376,1,"PULAU PINANG",1.00,7.3000,"2024-01-04 00:00:00"
SPT24000378,1,SELANGOR,1.00,6.4000,"2024-01-05 00:00:00"
300046112267,8,"NEGERI SEMBILAN",31.00,24.8000,"2024-01-05 00:00:00"
SPT24000380,1,"KUALA LUMPUR",57.00,45.6000,"2024-01-05 00:00:00"
SBG24000069,1,KEDAH,86.00,102.8900,"2024-01-05 00:00:00"
SPT24000383,1,"PULAU PINANG",1.00,6.4000,"2024-01-05 00:00:00"
SPT24000384,1,"KUALA LUMPUR",29.58,37.2000,"2024-01-05 00:00:00"
SPT24000385,1,JOHOR,19.80,26.2500,"2024-01-05 00:00:00"
SPT24000386,1,SELANGOR,19.80,26.2500,"2024-01-05 00:00:00"
SPT24000387,1,"KUALA LUMPUR",19.80,26.2500,"2024-01-05 00:00:00"
SPT24000388,1,SELANGOR,19.80,26.2500,"2024-01-05 00:00:00"
66660644285000,9,JOHOR,92.00,73.6000,"2024-01-05 00:00:00"
AOR24000040,1,PENANG,0.70,6.0000,"2024-01-05 00:00:00"
SPT24000390,1,SELANGOR,1.00,6.5000,"2024-01-05 00:00:00"
XEN00001169,3,SABAH,13.00,171.5100,"2024-01-05 00:00:00"
AOR24000041,1,KEDAH,11.35,10.2000,"2024-01-05 00:00:00"
SPT24000392,1,"NEGERI SEMBILAN",1.50,6.4000,"2024-01-05 00:00:00"
SPT24000393,1,"PULAU PINANG",2.00,6.4000,"2024-01-05 00:00:00"
SPT24000395,1,"PULAU PINANG",60.20,65.2000,"2024-01-05 00:00:00"
SPT24000396,1,"NEGERI SEMBILAN",10.20,16.3200,"2024-01-05 00:00:00"
SPT24000397,1,SELANGOR,35.20,42.6800,"2024-01-05 00:00:00"
SPT24000398,1,SELANGOR,6.80,11.9100,"2024-01-05 00:00:00"
SPT24000399,1,SELANGOR,86.00,87.7300,"2024-01-05 00:00:00"
SPT24000400,1,SELANGOR,17.10,19.3000,"2024-01-05 00:00:00"
SPT24000401,1,"KUALA LUMPUR",25.50,13.8300,"2024-01-05 00:00:00"
300046144117,8,"NEGERI SEMBILAN",106.00,84.2000,"2024-01-05 00:00:00"
SPT24000403,1,"NEGERI SEMBILAN",31.00,24.8000,"2024-01-05 00:00:00"
SPT24000404,1,JOHOR,80.00,64.0000,"2024-01-05 00:00:00"
SPT24000406,1,KEDAH,18.60,10.1200,"2024-01-05 00:00:00"
SPT24000407,1,"NEGERI SEMBILAN",17.80,9.5900,"2024-01-05 00:00:00"
JHB24000034,1,KEDAH,0.01,6.5000,"2024-01-05 00:00:00"
SPT24000408,1,JOHOR,4.64,9.7000,"2024-01-05 00:00:00"
SPT24000409,1,SELANGOR,25.50,13.8300,"2024-01-05 00:00:00"
SPT24000410,1,JOHOR,5.00,8.0000,"2024-01-05 00:00:00"
SPT24000411,1,SELANGOR,10.60,8.0000,"2024-01-05 00:00:00"
SPT24000412,1,SELANGOR,4.80,9.7100,"2024-01-05 00:00:00"
SPT24000413,1,SELANGOR,77.20,80.5200,"2024-01-05 00:00:00"
JHB24000035,1,"KUALA LUMPUR",19.20,36.5000,"2024-01-05 00:00:00"
SPT24000414,1,Kedah,0.04,6.4000,"2024-01-05 00:00:00"
SPT24000415,1,KELANTAN,18.60,10.1200,"2024-01-05 00:00:00"
SPT24000416,1,SELANGOR,5.80,11.3000,"2024-01-05 00:00:00"
SPT24000418,1,SELANGOR,17.66,24.0000,"2024-01-05 00:00:00"
SPT24000419,1,"KUALA LUMPUR",1.50,6.4000,"2024-01-05 00:00:00"
SPT24000420,1,"PULAU PINANG",4.00,8.6100,"2024-01-05 00:00:00"
SPT24000421,1,MELAKA,4.00,8.6100,"2024-01-05 00:00:00"
SPT24000422,1,SELANGOR,129.00,123.3900,"2024-01-05 00:00:00"
SBG24000072,1,SELANGOR,0.04,6.4000,"2024-01-05 00:00:00"
XEN00001170,3,SABAH,8.60,119.3600,"2024-01-05 00:00:00"
SPT24000425,1,"KUALA LUMPUR",7.80,13.0200,"2024-01-05 00:00:00"
SPT24000426,1,KEDAH,0.02,6.5000,"2024-01-05 00:00:00"
SPT24000427,1,KELANTAN,210.00,147.0000,"2024-01-05 00:00:00"
SPT24000428,1,"NEGERI SEMBILAN",16.00,21.8400,"2024-01-05 00:00:00"
SPT24000429,1,SELANGOR,17.00,22.9000,"2024-01-05 00:00:00"
SPT24000430,1,SELANGOR,10.00,15.2000,"2024-01-05 00:00:00"
SPT24000431,1,SELANGOR,4.40,9.7000,"2024-01-05 00:00:00"
SPT24000432,1,"PULAU PINANG",0.50,6.4000,"2024-01-05 00:00:00"
SPT24000433,1,SELANGOR,5.00,9.7100,"2024-01-05 00:00:00"
SPT24000434,1,SELANGOR,2.26,7.5000,"2024-01-05 00:00:00"
SPT24000435,1,JOHOR,116.00,91.2000,"2024-01-05 00:00:00"
SPT24000436,1,"PULAU PINANG",6.50,11.9100,"2024-01-05 00:00:00"
SPT24000437,1,MELAKA,57.91,68.1000,"2024-01-05 00:00:00"
SPT24000438,1,SELANGOR,231.00,171.7000,"2024-01-05 00:00:00"
SPT24000439,1,MELAKA,48.00,38.4000,"2024-01-05 00:00:00"
SPT24000440,1,JOHOR,7.68,16.9000,"2024-01-05 00:00:00"
SPT24000441,1,"KUALA LUMPUR",1.90,5.0000,"2024-01-08 00:00:00"
SBG24000082,1,KEDAH,50.00,66.1000,"2024-01-05 00:00:00"
SPT24000442,1,SELANGOR,7.80,15.7000,"2024-01-05 00:00:00"
SBG24000083,1,MELAKA,4.92,11.3000,"2024-01-08 00:00:00"
SPT24000444,1,SELANGOR,10.55,17.3000,"2024-01-05 00:00:00"
SBG24000084,1,SELANGOR,0.09,6.4000,"2024-01-05 00:00:00"
SPT24000445,1,SELANGOR,5.00,9.7100,"2024-01-05 00:00:00"
SPT24000446,1,JOHOR,4.70,9.7100,"2024-01-05 00:00:00"
SPT24000447,1,SELANGOR,0.09,6.5000,"2024-01-05 00:00:00"
SPT24000448,1,SELANGOR,113.60,111.4700,"2024-01-05 00:00:00"
SPT24000449,1,"NEGERI SEMBILAN",96.00,96.7400,"2024-01-05 00:00:00"
SPT24000455,1,JOHOR,78.00,54.6000,"2024-01-05 00:00:00"
SPT24000456,1,JOHOR,110.00,77.0000,"2024-01-05 00:00:00"
SPT24000458,1,SELANGOR,1.00,8.0000,"2024-01-06 00:00:00"
SPT24000460,1,SELANGOR,17.80,9.5900,"2024-01-06 00:00:00"
SPT24000461,1,"PULAU PINANG",18.60,10.1200,"2024-01-06 00:00:00"
SPT24000462,1,PERLIS,0.11,6.4000,"2024-01-08 00:00:00"
SPT24000463,1,SELANGOR,17.80,9.5900,"2024-01-06 00:00:00"
SPT24000464,1,"KUALA LUMPUR",8.56,14.1000,"2024-01-05 00:00:00"
SPT24000465,1,SELANGOR,68.64,72.3000,"2024-01-05 00:00:00"
SPT24000466,1,KELANTAN,113.85,121.3000,"2024-01-05 00:00:00"
SPT24000467,1,SELANGOR,54.00,58.8900,"2024-01-05 00:00:00"
SPT24000469,1,"KUALA LUMPUR",0.10,6.5000,"2024-01-08 00:00:00"
SPT24000470,1,SELANGOR,72.00,75.1100,"2024-01-05 00:00:00"
SPT24000471,1,PERAK,8.60,14.1200,"2024-01-05 00:00:00"
SPT24000472,1,"KUALA LUMPUR",6.12,11.9000,"2024-01-09 00:00:00"
XEN00001171,3,SARAWAK,15.74,210.6200,"2024-01-09 00:00:00"
SPT24000474,1,"PULAU PINANG",4.00,8.6100,"2024-01-05 00:00:00"
SPT24000475,1,SELANGOR,35.00,41.7700,"2024-01-05 00:00:00"
SPT24000477,1,SELANGOR,5.00,9.7100,"2024-01-05 00:00:00"
SPT24000478,1,SELANGOR,5.38,10.8000,"2024-01-09 00:00:00"
SPT24000480,1,JOHOR,45.64,51.6000,"2024-01-08 00:00:00"
SPT24000481,1,"WILAYAH PERSEKUTUAN",51.00,40.8000,"2024-01-09 00:00:00"
SPT24000482,1,JOHOR,21.00,16.8000,"2024-01-08 00:00:00"
66660662217000,9,PAHANG,74.00,59.2000,"2024-01-09 00:00:00"
66660664215000,9,PAHANG,75.00,60.0000,"2024-01-09 00:00:00"
SPT24000485,1,JOHOR,22.70,29.5000,"2024-01-08 00:00:00"
SPT24000486,1,JOHOR,283.00,208.1000,"2024-01-08 00:00:00"
SPT24000487,1,JOHOR,28.84,36.1000,"2024-01-08 00:00:00"
SPT24000488,1,JOHOR,149.00,114.3000,"2024-01-08 00:00:00"
SPT24000490,1,"KUALA LUMPUR",1.00,7.3000,"2024-01-06 00:00:00"
SPT24000491,1,KEDAH,5.00,8.0000,"2024-01-06 00:00:00"
SPT24000492,1,"KUALA LUMPUR",18.60,10.1200,"2024-01-06 00:00:00"
SPT24000493,1,SELANGOR,20.00,10.6500,"2024-01-06 00:00:00"
SPT24000494,1,JOHOR,13.11,8.0000,"2024-01-06 00:00:00"
SPT24000495,1,SELANGOR,94.80,66.5000,"2024-01-08 00:00:00"
SPT24000496,1,JOHOR,18.60,10.1200,"2024-01-06 00:00:00"
SPT24000497,1,KELANTAN,18.40,10.1200,"2024-01-06 00:00:00"
SPT24000498,1,"Kuala Lumpur",2.25,9.7000,"2024-01-08 00:00:00"
SPT24000499,1,"Kuala Lumpur",7.00,14.5000,"2024-01-08 00:00:00"
SPT24000500,1,"Negeri Sembilan",9.00,16.9000,"2024-01-08 00:00:00"
SPT24000501,1,JOHOR,8.00,13.7000,"2024-01-08 00:00:00"
SPT24000502,1,"KUALA LUMPUR",8.00,13.7000,"2024-01-08 00:00:00"
SPT24000503,1,"PULAU PINANG",8.00,13.7000,"2024-01-08 00:00:00"
SPT24000504,1,SELANGOR,8.00,13.7000,"2024-01-08 00:00:00"
SPT24000505,1,SELANGOR,8.00,13.7000,"2024-01-08 00:00:00"
SPT24000506,1,JOHOR,8.00,13.7000,"2024-01-08 00:00:00"
SPT24000507,1,PUTRAJAYA,8.00,13.7000,"2024-01-08 00:00:00"
SPT24000508,1,SELANGOR,8.00,13.7000,"2024-01-08 00:00:00"
SPT24000509,1,"NEGERI SEMBILAN",8.00,13.7000,"2024-01-08 00:00:00"
SPT24000510,1,SELANGOR,8.00,13.7000,"2024-01-08 00:00:00"
SPT24000511,1,"PULAU PINANG",8.00,13.7000,"2024-01-08 00:00:00"
SPT24000512,1,PERAK,8.00,13.7000,"2024-01-08 00:00:00"
SPT24000513,1,JOHOR,7.90,13.7000,"2024-01-08 00:00:00"
SPT24000514,1,JOHOR,7.90,13.7000,"2024-01-08 00:00:00"
SPT24000515,1,KEDAH,7.90,13.7000,"2024-01-08 00:00:00"
SPT24000516,1,JOHOR,7.99,13.7000,"2024-01-08 00:00:00"
SPT24000517,1,SELANGOR,7.90,13.7000,"2024-01-08 00:00:00"
SPT24000518,1,"KUALA LUMPUR",7.90,13.7000,"2024-01-08 00:00:00"
SPT24000519,1,"KUALA LUMPUR",7.90,13.7000,"2024-01-08 00:00:00"
SPT24000520,1,JOHOR,7.66,13.7000,"2024-01-08 00:00:00"
SPT24000521,1,JOHOR,8.00,13.7000,"2024-01-08 00:00:00"
SPT24000522,1,"PULAU PINANG",8.00,13.7000,"2024-01-08 00:00:00"
NVN00002513,7,PAHANG,8.00,13.7000,"2024-01-08 00:00:00"
SPT24000524,1,SELANGOR,8.00,13.7000,"2024-01-08 00:00:00"
SPT24000525,1,JOHOR,8.00,13.7000,"2024-01-08 00:00:00"
SPT24000526,1,JOHOR,8.00,13.7000,"2024-01-08 00:00:00"
SPT24000528,1,SELANGOR,1.00,7.3000,"2024-01-08 00:00:00"
SPT24000529,1,SELANGOR,3.20,10.9000,"2024-01-08 00:00:00"
SPT24000530,1,"KUALA LUMPUR",6.50,14.5000,"2024-01-08 00:00:00"
MYCQY00006227,5,PERAK,3.00,8.9000,"2024-01-08 00:00:00"
SPT24000532,1,KEDAH,12.76,20.9000,"2024-01-08 00:00:00"
SPT24000534,1,"KUALA LUMPUR",17.80,9.5900,"2024-01-08 00:00:00"
MYCQY00006228,5,MELAKA,7.86,13.7000,"2024-01-08 00:00:00"
SPT24000536,1,JOHOR,12.33,8.0000,"2024-01-08 00:00:00"
SPT24000537,1,JOHOR,18.60,10.1200,"2024-01-08 00:00:00"
SPT24000538,1,SELANGOR,12.33,8.0000,"2024-01-08 00:00:00"
SPT24000539,1,SELANGOR,12.33,8.0000,"2024-01-08 00:00:00"
SPT24000540,1,"KUALA LUMPUR",17.80,9.5900,"2024-01-08 00:00:00"
SPT24000541,1,"PULAU PINANG",12.30,22.9000,"2024-01-08 00:00:00"
XEN00001172,3,SARAWAK,0.10,15.0500,"2024-01-08 00:00:00"
SBG24000094,1,KEDAH,36.80,65.2000,"2024-01-08 00:00:00"
JHB24000038,1,"KUALA LUMPUR",9.60,21.5000,"2024-01-08 00:00:00"
JHB24000039,1,SELANGOR,15.36,30.5000,"2024-01-08 00:00:00"
JHB24000040,1,"KUALA LUMPUR",9.60,21.5000,"2024-01-08 00:00:00"
SBG24000099,1,KEDAH,87.64,94.4000,"2024-01-08 00:00:00"
JHB24000041,1,SELANGOR,0.06,6.5000,"2024-01-08 00:00:00"
SPT24000543,1,SELANGOR,17.20,24.0000,"2024-01-08 00:00:00"
SPT24000544,1,"PULAU PINANG",2.00,6.5000,"2024-01-08 00:00:00"
AOR24000042,1,PERLIS,20.80,16.5000,"2024-01-08 00:00:00"
SPT24000545,1,"NEGERI SEMBILAN",48.10,35.3000,"2024-01-08 00:00:00"
SPT24000546,1,"NEGERI SEMBILAN",54.00,38.8000,"2024-01-08 00:00:00"
SPT24000547,1,"KUALA LUMPUR",72.78,83.1000,"2024-01-08 00:00:00"
SPT24000549,1,SELANGOR,0.48,6.5000,"2024-01-08 00:00:00"
SPT24000550,1,SELANGOR,18.40,10.1200,"2024-01-08 00:00:00"
SPT24000551,1,"PULAU PINANG",18.60,10.1200,"2024-01-08 00:00:00"
SPT24000552,1,KELANTAN,18.60,10.1200,"2024-01-08 00:00:00"
SPT24000553,1,SELANGOR,29.08,15.9500,"2024-01-08 00:00:00"
SPT24000554,1,"KUALA LUMPUR",45.60,51.6900,"2024-01-08 00:00:00"
SPT24000555,1,"KUALA LUMPUR",33.20,40.8700,"2024-01-08 00:00:00"
SPT24000556,1,"KUALA LUMPUR",69.00,72.4100,"2024-01-08 00:00:00"
SPT24000557,1,SELANGOR,23.20,30.6600,"2024-01-08 00:00:00"
SPT24000558,1,KEDAH,6.90,11.9100,"2024-01-08 00:00:00"
SPT24000559,1,"KUALA LUMPUR",53.70,58.8900,"2024-01-08 00:00:00"
SPT24000560,1,KEDAH,135.50,128.9600,"2024-01-08 00:00:00"
SPT24000561,1,SELANGOR,20.00,26.2500,"2024-01-08 00:00:00"
SPT24000562,1,PAHANG,94.84,50.4000,"2024-01-08 00:00:00"
SPT24000564,1,JOHOR,18.60,10.1200,"2024-01-08 00:00:00"
SPT24000565,1,SELANGOR,63.00,33.4400,"2024-01-08 00:00:00"
SPT24000567,1,SELANGOR,150.00,140.0900,"2024-01-08 00:00:00"
SPT24000568,1,"PULAU PINANG",17.80,9.5900,"2024-01-08 00:00:00"
SPT24000569,1,JOHOR,18.40,10.1200,"2024-01-08 00:00:00"
SPT24000570,1,"KUALA LUMPUR",1.00,8.0000,"2024-01-08 00:00:00"
SPT24000572,1,PAHANG,12.33,8.0000,"2024-01-08 00:00:00"
SPT24000573,1,SELANGOR,18.40,10.1200,"2024-01-08 00:00:00"
SPT24000574,1,"PULAU PINANG",18.60,10.1200,"2024-01-08 00:00:00"
SPT24000575,1,"PULAU PINANG",0.42,6.5000,"2024-01-08 00:00:00"
SBG24000101,1,KEDAH,1.35,12.7000,"2024-01-08 00:00:00"
SPT24000576,1,Melaka,7.62,15.7000,"2024-01-08 00:00:00"
SPT24000577,1,Perak,19.15,30.1000,"2024-01-08 00:00:00"
SPT24000578,1,SELANGOR,18.60,10.1200,"2024-01-08 00:00:00"
SPT24000579,1,SELANGOR,68.00,71.5100,"2024-01-08 00:00:00"
SPT24000581,1,SELANGOR,25.70,13.8300,"2024-01-08 00:00:00"
SPT24000582,1,SELANGOR,18.60,10.1200,"2024-01-08 00:00:00"
SPT24000583,1,MELAKA,18.40,10.1200,"2024-01-08 00:00:00"
SPT24000584,1,PERAK,27.50,35.0600,"2024-01-08 00:00:00"
MYCQY00006229,5,PAHANG,2.40,7.7000,"2024-01-08 00:00:00"
SPT24000585,1,SELANGOR,3.04,7.7000,"2024-01-08 00:00:00"
XEN00001173,3,SABAH,16.00,210.6200,"2024-01-08 00:00:00"
MYCQY00006230,5,SELANGOR,25.20,32.8000,"2024-01-08 00:00:00"
SPT24000587,1,PERAK,5.00,9.7100,"2024-01-08 00:00:00"
SPT24000588,1,"PULAU PINANG",9.70,15.2200,"2024-01-08 00:00:00"
SPT24000589,1,"PULAU PINANG",19.40,26.2500,"2024-01-08 00:00:00"
SPT24000590,1,SELANGOR,19.40,26.2500,"2024-01-08 00:00:00"
SPT24000591,1,MELAKA,22.60,29.5500,"2024-01-08 00:00:00"
SPT24000592,1,"NEGERI SEMBILAN",30.00,37.2700,"2024-01-08 00:00:00"
SPT24000594,1,SELANGOR,144.00,135.4000,"2024-01-08 00:00:00"
SPT24000595,1,JOHOR,10.00,15.2200,"2024-01-08 00:00:00"
SPT24000596,1,JOHOR,15.00,20.7300,"2024-01-08 00:00:00"
SPT24000597,1,KELANTAN,11.54,18.5000,"2024-01-08 00:00:00"
SPT24000598,1,JOHOR,1089.34,438.9400,"2024-01-08 00:00:00"
SPT24000599,1,SELANGOR,1.00,6.5000,"2024-01-08 00:00:00"
SPT24000600,1,SELANGOR,1.16,6.5000,"2024-01-08 00:00:00"
SPT24000601,1,"PULAU PINANG",5.98,11.3000,"2024-01-08 00:00:00"
SPT24000602,1,"PULAU PINANG",68.00,71.5100,"2024-01-08 00:00:00"
SPT24000603,1,JOHOR,917.51,370.1400,"2024-01-08 00:00:00"
NVN00002515,7,PERAK,2.04,9.7000,"2024-01-08 00:00:00"
SBG24000103,1,"PULAU PINANG",1.00,8.5000,"2024-01-08 00:00:00"
SPT24000604,1,KEDAH,13.28,20.9000,"2024-01-09 00:00:00"
SPT24000605,1,SELANGOR,174.98,122.5000,"2024-01-08 00:00:00"
JHB24000044,1,"KUALA LUMPUR",14.00,22.1000,"2024-01-08 00:00:00"
SPT24000607,1,JOHOR,0.35,6.5000,"2024-01-08 00:00:00"
